name	 | shuffle	 | elements 	| duration_ms	 | p_duration_s	 | p_duration_ns	 | memory	
sort	|	|15520000	|9208	|	|	|	|
sort	|	|15530000	|9349	|	|	|	|
sort	|	|15540000	|9885	|	|	|	|
sort	|	|15550000	|9579	|	|	|	|
sort	|	|15560000	|9355	|	|	|	|
sort	|	|15570000	|9666	|	|	|	|
sort	|	|15580000	|9378	|	|	|	|
sort	|	|15590000	|9618	|	|	|	|
sort	|	|15600000	|9353	|	|	|	|
sort	|	|15610000	|9138	|	|	|	|
sort	|	|15620000	|9712	|	|	|	|
sort	|	|15630000	|9315	|	|	|	|
sort	|	|15640000	|9716	|	|	|	|
sort	|	|15650000	|9369	|	|	|	|
sort	|	|15660000	|9789	|	|	|	|
sort	|	|15670000	|9312	|	|	|	|
sort	|	|15680000	|9105	|	|	|	|
sort	|	|15690000	|9566	|	|	|	|
sort	|	|15700000	|9349	|	|	|	|
sort	|	|15710000	|9813	|	|	|	|
sort	|	|15720000	|9752	|	|	|	|
sort	|	|15730000	|9458	|	|	|	|
sort	|	|15740000	|9862	|	|	|	|
sort	|	|15750000	|9463	|	|	|	|
sort	|	|15760000	|9771	|	|	|	|
sort	|	|15770000	|9529	|	|	|	|
sort	|	|15780000	|9771	|	|	|	|
sort	|	|15790000	|9482	|	|	|	|
sort	|	|15800000	|9769	|	|	|	|
sort	|	|15810000	|9512	|	|	|	|
sort	|	|15820000	|9816	|	|	|	|
sort	|	|15830000	|9685	|	|	|	|
sort	|	|15840000	|9795	|	|	|	|
sort	|	|15850000	|9535	|	|	|	|
sort	|	|15860000	|9769	|	|	|	|
sort	|	|15870000	|9491	|	|	|	|
sort	|	|15880000	|9098	|	|	|	|
sort	|	|15890000	|9683	|	|	|	|
sort	|	|15900000	|9509	|	|	|	|
sort	|	|15910000	|9938	|	|	|	|
sort	|	|15920000	|9504	|	|	|	|
sort	|	|15930000	|9374	|	|	|	|
sort	|	|15940000	|9988	|	|	|	|
sort	|	|15950000	|9522	|	|	|	|
sort	|	|15960000	|9563	|	|	|	|
sort	|	|15970000	|9877	|	|	|	|
sort	|	|15980000	|9424	|	|	|	|
sort	|	|15990000	|9729	|	|	|	|
sort	|	|16000000	|9790	|	|	|	|
sort	|	|16010000	|9935	|	|	|	|
sort	|	|16020000	|9653	|	|	|	|
sort	|	|16030000	|9906	|	|	|	|
sort	|	|16040000	|9818	|	|	|	|
sort	|	|16050000	|9448	|	|	|	|
sort	|	|16060000	|9425	|	|	|	|
sort	|	|16070000	|10495	|	|	|	|
sort	|	|16080000	|9517	|	|	|	|
sort	|	|16090000	|9384	|	|	|	|
sort	|	|16100000	|9781	|	|	|	|
sort	|	|16110000	|9598	|	|	|	|
sort	|	|16120000	|9569	|	|	|	|
sort	|	|16130000	|10076	|	|	|	|
sort	|	|16140000	|9490	|	|	|	|
sort	|	|16150000	|9803	|	|	|	|
sort	|	|16160000	|9852	|	|	|	|
sort	|	|16170000	|9252	|	|	|	|
sort	|	|16180000	|10415	|	|	|	|
sort	|	|16190000	|9993	|	|	|	|
sort	|	|16200000	|9282	|	|	|	|
sort	|	|16210000	|9736	|	|	|	|
sort	|	|16220000	|9709	|	|	|	|
sort	|	|16230000	|9998	|	|	|	|
sort	|	|16240000	|9771	|	|	|	|
sort	|	|16250000	|10080	|	|	|	|
sort	|	|16260000	|9759	|	|	|	|
sort	|	|16270000	|9470	|	|	|	|
sort	|	|16280000	|9926	|	|	|	|
sort	|	|16290000	|9670	|	|	|	|
sort	|	|16300000	|10161	|	|	|	|
sort	|	|16310000	|9693	|	|	|	|
sort	|	|16320000	|10191	|	|	|	|
sort	|	|16330000	|9426	|	|	|	|
sort	|	|16340000	|9995	|	|	|	|
sort	|	|16350000	|10437	|	|	|	|
sort	|	|16360000	|9464	|	|	|	|
sort	|	|16370000	|10001	|	|	|	|
sort	|	|16380000	|10451	|	|	|	|
sort	|	|16390000	|9556	|	|	|	|
sort	|	|16400000	|9672	|	|	|	|
sort	|	|16410000	|10008	|	|	|	|
sort	|	|16420000	|9910	|	|	|	|
sort	|	|16430000	|10097	|	|	|	|
sort	|	|16440000	|10011	|	|	|	|
sort	|	|16450000	|10021	|	|	|	|
sort	|	|16460000	|10149	|	|	|	|
sort	|	|16470000	|9994	|	|	|	|
sort	|	|16480000	|11279	|	|	|	|
sort	|	|16490000	|11544	|	|	|	|
sort	|	|16500000	|9451	|	|	|	|
sort	|	|16510000	|10660	|	|	|	|
sort	|	|16520000	|10158	|	|	|	|
sort	|	|16530000	|9381	|	|	|	|
sort	|	|16540000	|10458	|	|	|	|
sort	|	|16550000	|10203	|	|	|	|
sort	|	|16560000	|9378	|	|	|	|
sort	|	|16570000	|11875	|	|	|	|
sort	|	|16580000	|9253	|	|	|	|
sort	|	|16590000	|9463	|	|	|	|
sort	|	|16600000	|11547	|	|	|	|
sort	|	|16610000	|9269	|	|	|	|
sort	|	|16620000	|9441	|	|	|	|
sort	|	|16630000	|11612	|	|	|	|
sort	|	|16640000	|9373	|	|	|	|
sort	|	|16650000	|9764	|	|	|	|
sort	|	|16660000	|11441	|	|	|	|
sort	|	|16670000	|9294	|	|	|	|
sort	|	|16680000	|11502	|	|	|	|
sort	|	|16690000	|9600	|	|	|	|
sort	|	|16700000	|9557	|	|	|	|
sort	|	|16710000	|11126	|	|	|	|
sort	|	|16720000	|9675	|	|	|	|
sort	|	|16730000	|9481	|	|	|	|
sort	|	|16740000	|11870	|	|	|	|
sort	|	|16750000	|9362	|	|	|	|
sort	|	|16760000	|10769	|	|	|	|
sort	|	|16770000	|10476	|	|	|	|
sort	|	|16780000	|9565	|	|	|	|
sort	|	|16790000	|10491	|	|	|	|
sort	|	|16800000	|10361	|	|	|	|
sort	|	|16810000	|9582	|	|	|	|
sort	|	|16820000	|10493	|	|	|	|
sort	|	|16830000	|10425	|	|	|	|
sort	|	|16840000	|9610	|	|	|	|
sort	|	|16850000	|11969	|	|	|	|
sort	|	|16860000	|9509	|	|	|	|
sort	|	|16870000	|9594	|	|	|	|
sort	|	|16880000	|11609	|	|	|	|
sort	|	|16890000	|9503	|	|	|	|
sort	|	|16900000	|10415	|	|	|	|
sort	|	|16910000	|10981	|	|	|	|
sort	|	|16920000	|9616	|	|	|	|
sort	|	|16930000	|10321	|	|	|	|
sort	|	|16940000	|10758	|	|	|	|
sort	|	|16950000	|9535	|	|	|	|
sort	|	|16960000	|12053	|	|	|	|
sort	|	|16970000	|9498	|	|	|	|
sort	|	|16980000	|9632	|	|	|	|
sort	|	|16990000	|11695	|	|	|	|
sort	|	|17000000	|9510	|	|	|	|
sort	|	|17010000	|9843	|	|	|	|
sort	|	|17020000	|11746	|	|	|	|
sort	|	|17030000	|9634	|	|	|	|
sort	|	|17040000	|10618	|	|	|	|
sort	|	|17050000	|10953	|	|	|	|
sort	|	|17060000	|9687	|	|	|	|
sort	|	|17070000	|12143	|	|	|	|
sort	|	|17080000	|9594	|	|	|	|
sort	|	|17090000	|9822	|	|	|	|
sort	|	|17100000	|11732	|	|	|	|
sort	|	|17110000	|9699	|	|	|	|
sort	|	|17120000	|10755	|	|	|	|
sort	|	|17130000	|10920	|	|	|	|
sort	|	|17140000	|9628	|	|	|	|
sort	|	|17150000	|10880	|	|	|	|
sort	|	|17160000	|10445	|	|	|	|
sort	|	|17170000	|9655	|	|	|	|
sort	|	|17180000	|11223	|	|	|	|
sort	|	|17190000	|10256	|	|	|	|
sort	|	|17200000	|9679	|	|	|	|
sort	|	|17210000	|10637	|	|	|	|
sort	|	|17220000	|9741	|	|	|	|
sort	|	|17230000	|12094	|	|	|	|
sort	|	|17240000	|9664	|	|	|	|
sort	|	|17250000	|9781	|	|	|	|
sort	|	|17260000	|11895	|	|	|	|
sort	|	|17270000	|9714	|	|	|	|
sort	|	|17280000	|9847	|	|	|	|
sort	|	|17290000	|11923	|	|	|	|
sort	|	|17300000	|9710	|	|	|	|
sort	|	|17310000	|11008	|	|	|	|
sort	|	|17320000	|10837	|	|	|	|
sort	|	|17330000	|9831	|	|	|	|
sort	|	|17340000	|10847	|	|	|	|
sort	|	|17350000	|9880	|	|	|	|
sort	|	|17360000	|12064	|	|	|	|
sort	|	|17370000	|9909	|	|	|	|
sort	|	|17380000	|10372	|	|	|	|
sort	|	|17390000	|10211	|	|	|	|
sort	|	|17400000	|10049	|	|	|	|
sort	|	|17410000	|12186	|	|	|	|
sort	|	|17420000	|9810	|	|	|	|
sort	|	|17430000	|11794	|	|	|	|
sort	|	|17440000	|10218	|	|	|	|
sort	|	|17450000	|9986	|	|	|	|
sort	|	|17460000	|11836	|	|	|	|
sort	|	|17470000	|10043	|	|	|	|
sort	|	|17480000	|10418	|	|	|	|
sort	|	|17490000	|10367	|	|	|	|
sort	|	|17500000	|10031	|	|	|	|
sort	|	|17510000	|12260	|	|	|	|
sort	|	|17520000	|9883	|	|	|	|
sort	|	|17530000	|11899	|	|	|	|
sort	|	|17540000	|10224	|	|	|	|
sort	|	|17550000	|10096	|	|	|	|
sort	|	|17560000	|12229	|	|	|	|
sort	|	|17570000	|9907	|	|	|	|
sort	|	|17580000	|10996	|	|	|	|
sort	|	|17590000	|9910	|	|	|	|
sort	|	|17600000	|11323	|	|	|	|
sort	|	|17610000	|10748	|	|	|	|
sort	|	|17620000	|9949	|	|	|	|
sort	|	|17630000	|11764	|	|	|	|
sort	|	|17640000	|10109	|	|	|	|
sort	|	|17650000	|10218	|	|	|	|
sort	|	|17660000	|12178	|	|	|	|
sort	|	|17670000	|10039	|	|	|	|
sort	|	|17680000	|12492	|	|	|	|
sort	|	|17690000	|9939	|	|	|	|
sort	|	|17700000	|10072	|	|	|	|
sort	|	|17710000	|12178	|	|	|	|
sort	|	|17720000	|9908	|	|	|	|
sort	|	|17730000	|11416	|	|	|	|
sort	|	|17740000	|10868	|	|	|	|
sort	|	|17750000	|10087	|	|	|	|
sort	|	|17760000	|10920	|	|	|	|
sort	|	|17770000	|10078	|	|	|	|
sort	|	|17780000	|12453	|	|	|	|
sort	|	|17790000	|10035	|	|	|	|
sort	|	|17800000	|11051	|	|	|	|
sort	|	|17810000	|10016	|	|	|	|
sort	|	|17820000	|10489	|	|	|	|
sort	|	|17830000	|10510	|	|	|	|
sort	|	|17840000	|10211	|	|	|	|
sort	|	|17850000	|12336	|	|	|	|
sort	|	|17860000	|10077	|	|	|	|
sort	|	|17870000	|10501	|	|	|	|
sort	|	|17880000	|11879	|	|	|	|
sort	|	|17890000	|10285	|	|	|	|
sort	|	|17900000	|12650	|	|	|	|
sort	|	|17910000	|10090	|	|	|	|
sort	|	|17920000	|10365	|	|	|	|
sort	|	|17930000	|12153	|	|	|	|
sort	|	|17940000	|10325	|	|	|	|
sort	|	|17950000	|12559	|	|	|	|
sort	|	|17960000	|10211	|	|	|	|
sort	|	|17970000	|10834	|	|	|	|
sort	|	|17980000	|10329	|	|	|	|
sort	|	|17990000	|10555	|	|	|	|
sort	|	|18000000	|12315	|	|	|	|
sort	|	|18010000	|10120	|	|	|	|
sort	|	|18020000	|10841	|	|	|	|
sort	|	|18030000	|11498	|	|	|	|
sort	|	|18040000	|10220	|	|	|	|
sort	|	|18050000	|12758	|	|	|	|
sort	|	|18060000	|10145	|	|	|	|
sort	|	|18070000	|10589	|	|	|	|
sort	|	|18080000	|11996	|	|	|	|
sort	|	|18090000	|10252	|	|	|	|
sort	|	|18100000	|12761	|	|	|	|
sort	|	|18110000	|10125	|	|	|	|
sort	|	|18120000	|10334	|	|	|	|
sort	|	|18130000	|12363	|	|	|	|
sort	|	|18140000	|10253	|	|	|	|
sort	|	|18150000	|12594	|	|	|	|
sort	|	|18160000	|10215	|	|	|	|
sort	|	|18170000	|10306	|	|	|	|
sort	|	|18180000	|12476	|	|	|	|
sort	|	|18190000	|10254	|	|	|	|
sort	|	|18200000	|10471	|	|	|	|
sort	|	|18210000	|12341	|	|	|	|
sort	|	|18220000	|10321	|	|	|	|
sort	|	|18230000	|12904	|	|	|	|
sort	|	|18240000	|10219	|	|	|	|
sort	|	|18250000	|10433	|	|	|	|
sort	|	|18260000	|12496	|	|	|	|
sort	|	|18270000	|10299	|	|	|	|
sort	|	|18280000	|10873	|	|	|	|
sort	|	|18290000	|11892	|	|	|	|
sort	|	|18300000	|10281	|	|	|	|
sort	|	|18310000	|11992	|	|	|	|
sort	|	|18320000	|10641	|	|	|	|
sort	|	|18330000	|10409	|	|	|	|
sort	|	|18340000	|12490	|	|	|	|
sort	|	|18350000	|10270	|	|	|	|
sort	|	|18360000	|10572	|	|	|	|
sort	|	|18370000	|12420	|	|	|	|
sort	|	|18380000	|10360	|	|	|	|
sort	|	|18390000	|11026	|	|	|	|
sort	|	|18400000	|11820	|	|	|	|
sort	|	|18410000	|10392	|	|	|	|
sort	|	|18420000	|12996	|	|	|	|
sort	|	|18430000	|10430	|	|	|	|
sort	|	|18440000	|11533	|	|	|	|
sort	|	|18450000	|10466	|	|	|	|
sort	|	|18460000	|12503	|	|	|	|
sort	|	|18470000	|10812	|	|	|	|
sort	|	|18480000	|10923	|	|	|	|
sort	|	|18490000	|10838	|	|	|	|
sort	|	|18500000	|10765	|	|	|	|
sort	|	|18510000	|12614	|	|	|	|
sort	|	|18520000	|10503	|	|	|	|
sort	|	|18530000	|13084	|	|	|	|
sort	|	|18540000	|10375	|	|	|	|
sort	|	|18550000	|10676	|	|	|	|
sort	|	|18560000	|12434	|	|	|	|
sort	|	|18570000	|10490	|	|	|	|
sort	|	|18580000	|11642	|	|	|	|
sort	|	|18590000	|11414	|	|	|	|
sort	|	|18600000	|10739	|	|	|	|
sort	|	|18610000	|12579	|	|	|	|
sort	|	|18620000	|10573	|	|	|	|
sort	|	|18630000	|11901	|	|	|	|
sort	|	|18640000	|11522	|	|	|	|
sort	|	|18650000	|10845	|	|	|	|
sort	|	|18660000	|12767	|	|	|	|
sort	|	|18670000	|10537	|	|	|	|
sort	|	|18680000	|11672	|	|	|	|
sort	|	|18690000	|11326	|	|	|	|
sort	|	|18700000	|10768	|	|	|	|
sort	|	|18710000	|11237	|	|	|	|
sort	|	|18720000	|10744	|	|	|	|
sort	|	|18730000	|12856	|	|	|	|
sort	|	|18740000	|10559	|	|	|	|
sort	|	|18750000	|13162	|	|	|	|
sort	|	|18760000	|10505	|	|	|	|
sort	|	|18770000	|10699	|	|	|	|
sort	|	|18780000	|12813	|	|	|	|
sort	|	|18790000	|10547	|	|	|	|
sort	|	|18800000	|11603	|	|	|	|
sort	|	|18810000	|10749	|	|	|	|
sort	|	|18820000	|13047	|	|	|	|
sort	|	|18830000	|10543	|	|	|	|
sort	|	|18840000	|10938	|	|	|	|
sort	|	|18850000	|12679	|	|	|	|
sort	|	|18860000	|10755	|	|	|	|
sort	|	|18870000	|11730	|	|	|	|
sort	|	|18880000	|11600	|	|	|	|
sort	|	|18890000	|10772	|	|	|	|
sort	|	|18900000	|12822	|	|	|	|
sort	|	|18910000	|10674	|	|	|	|
sort	|	|18920000	|10837	|	|	|	|
sort	|	|18930000	|12659	|	|	|	|
sort	|	|18940000	|10803	|	|	|	|
sort	|	|18950000	|13232	|	|	|	|
sort	|	|18960000	|10670	|	|	|	|
sort	|	|18970000	|11789	|	|	|	|
sort	|	|18980000	|10728	|	|	|	|
sort	|	|18990000	|12618	|	|	|	|
sort	|	|19000000	|11084	|	|	|	|
sort	|	|19010000	|11381	|	|	|	|
sort	|	|19020000	|11064	|	|	|	|
sort	|	|19030000	|11250	|	|	|	|
sort	|	|19040000	|11303	|	|	|	|
sort	|	|19050000	|11263	|	|	|	|
sort	|	|19060000	|12649	|	|	|	|
sort	|	|19070000	|10788	|	|	|	|
sort	|	|19080000	|13348	|	|	|	|
sort	|	|19090000	|10800	|	|	|	|
sort	|	|19100000	|13462	|	|	|	|
sort	|	|19110000	|10737	|	|	|	|
sort	|	|19120000	|10956	|	|	|	|
sort	|	|19130000	|12830	|	|	|	|
sort	|	|19140000	|10751	|	|	|	|
sort	|	|19150000	|12227	|	|	|	|
sort	|	|19160000	|11380	|	|	|	|
sort	|	|19170000	|11306	|	|	|	|
sort	|	|19180000	|12818	|	|	|	|
sort	|	|19190000	|10831	|	|	|	|
sort	|	|19200000	|12986	|	|	|	|
sort	|	|19210000	|10927	|	|	|	|
sort	|	|19220000	|12112	|	|	|	|
sort	|	|19230000	|11999	|	|	|	|
sort	|	|19240000	|11283	|	|	|	|
sort	|	|19250000	|11583	|	|	|	|
sort	|	|19260000	|11240	|	|	|	|
sort	|	|19270000	|12968	|	|	|	|
sort	|	|19280000	|10976	|	|	|	|
sort	|	|19290000	|13475	|	|	|	|
sort	|	|19300000	|10850	|	|	|	|
sort	|	|19310000	|11701	|	|	|	|
sort	|	|19320000	|12172	|	|	|	|
sort	|	|19330000	|11045	|	|	|	|
sort	|	|19340000	|13082	|	|	|	|
sort	|	|19350000	|10927	|	|	|	|
sort	|	|19360000	|12958	|	|	|	|
sort	|	|19370000	|11203	|	|	|	|
sort	|	|19380000	|11059	|	|	|	|
sort	|	|19390000	|13145	|	|	|	|
sort	|	|19400000	|10987	|	|	|	|
sort	|	|19410000	|13526	|	|	|	|
sort	|	|19420000	|10892	|	|	|	|
sort	|	|19430000	|11187	|	|	|	|
sort	|	|19440000	|13010	|	|	|	|
sort	|	|19450000	|11039	|	|	|	|
sort	|	|19460000	|12915	|	|	|	|
sort	|	|19470000	|11091	|	|	|	|
sort	|	|19480000	|12173	|	|	|	|
sort	|	|19490000	|12384	|	|	|	|
sort	|	|19500000	|11301	|	|	|	|
sort	|	|19510000	|11677	|	|	|	|
sort	|	|19520000	|11483	|	|	|	|
sort	|	|19530000	|13252	|	|	|	|
sort	|	|19540000	|11591	|	|	|	|
sort	|	|19550000	|13213	|	|	|	|
sort	|	|19560000	|11306	|	|	|	|
sort	|	|19570000	|13553	|	|	|	|
sort	|	|19580000	|10982	|	|	|	|
sort	|	|19590000	|16178	|	|	|	|
sort	|	|19600000	|14815	|	|	|	|
sort	|	|19610000	|16643	|	|	|	|
sort	|	|19620000	|18684	|	|	|	|
sort	|	|19630000	|15030	|	|	|	|
sort	|	|19640000	|16553	|	|	|	|
sort	|	|19650000	|18899	|	|	|	|
sort	|	|19660000	|15268	|	|	|	|
sort	|	|19670000	|16592	|	|	|	|
sort	|	|19680000	|18712	|	|	|	|
sort	|	|19690000	|15113	|	|	|	|
sort	|	|19700000	|16798	|	|	|	|
sort	|	|19710000	|18624	|	|	|	|
sort	|	|19720000	|15213	|	|	|	|
sort	|	|19730000	|16514	|	|	|	|
sort	|	|19740000	|18695	|	|	|	|
sort	|	|19750000	|15613	|	|	|	|
sort	|	|19760000	|16172	|	|	|	|
sort	|	|19770000	|18507	|	|	|	|
sort	|	|19780000	|15802	|	|	|	|
sort	|	|19790000	|15792	|	|	|	|
sort	|	|19800000	|15575	|	|	|	|
sort	|	|19810000	|11743	|	|	|	|
sort	|	|19820000	|13540	|	|	|	|
sort	|	|19830000	|11564	|	|	|	|
sort	|	|19840000	|13494	|	|	|	|
sort	|	|19850000	|11683	|	|	|	|
sort	|	|19860000	|12940	|	|	|	|
sort	|	|19870000	|11824	|	|	|	|
sort	|	|19880000	|12352	|	|	|	|
sort	|	|19890000	|12713	|	|	|	|
sort	|	|19900000	|11708	|	|	|	|
sort	|	|19910000	|13279	|	|	|	|
sort	|	|19920000	|11398	|	|	|	|
sort	|	|19930000	|13468	|	|	|	|
sort	|	|19940000	|11335	|	|	|	|
sort	|	|19950000	|13575	|	|	|	|
sort	|	|19960000	|11593	|	|	|	|
sort	|	|19970000	|12864	|	|	|	|
sort	|	|19980000	|12178	|	|	|	|
sort	|	|19990000	|12274	|	|	|	|
name	 | shuffle	 | elements 	| duration_ms	 | p_duration_s	 | p_duration_ns	 | memory	
-----	 | -----	 | ----- 	| -----	 | -----	 | -----	 | -----	
sort	|	|10000	|3	|	|	|	|
name	 | shuffle	 | elements 	| duration_ms	 | p_duration_s	 | p_duration_ns	 | memory	
-----	 | -----	 | ----- 	| -----	 | -----	 | -----	 | -----	
name	 | shuffle	 | elements 	| duration_ms	 | p_duration_s	 | p_duration_ns	 | memory	
-----	 | -----	 | ----- 	| -----	 | -----	 | -----	 | -----	
name	 | shuffle	 | elements 	| duration_ms	 | p_duration_s	 | p_duration_ns	 | memory	
-----	 | -----	 | ----- 	| -----	 | -----	 | -----	 | -----	
name	 | shuffle	 | elements 	| duration_ms	 | p_duration_s	 | p_duration_ns	 | memory	
-----	 | -----	 | ----- 	| -----	 | -----	 | -----	 | -----	
